木马病毒	CVE-2012-1462_malware_evasion	CVE-2012-1462	AhnLab V3 Internet Security 2011.01.18.00版本，AVG Anti-Virus 10.0.0.1190版本，Quick Heal（也称Cat QuickHeal）11.00版本，Emsisoft Anti-Malware 5.1.0.1版本，eSafe 7.0.17.0版本，Fortinet Antivirus 4.2.254.0版本，Ikarus Virus Utilities T3 Command Line Scanner 1.1.97.0版本，Jiangmin Antivirus 13.0.900版本，Kaspersky Anti-Virus 7.0.0.125版本，Norman Antivirus 6.06.12版本，Sophos Anti-Virus 4.61.0版本和Symantec Endpoint Protection 11中的AVEngine 20101.3.0.103版本中的ZIP文件解析器中存在漏洞。远程攻击者可利用该漏洞借助包含以无效数据块开始的ZIP文件绕过恶意文件检测。	远程攻击者可利用该漏洞借助包含以无效数据块开始的ZIP文件绕过恶意文件检测。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.symantec.com/index.jsphttp://www.sophos.com/en-us/http://www.quickheal.com/http://anti-virus-software-review.toptenreviews.com/norman-review.htmlhttp://www.kaspersky.com/http://global.jiangmin.com/http://www.ikarus.at/en/http://www.fortinet.com/http://www.safenet-inc.com/data-protection/content-security-esafe/http://www.emsisoft.com/en/software/antimalware/http://www.avg.com/cn-zh/china-homepagehttp://www.ahnlab.com/
溢出	DameWare_Mini_Remote_Control_Service_Username_Overflow	CVE-2005-2842	Mini Remote Control是32位Windows操作系统上的远程控制系统，允许管理员远程控制LAN或WAN中的机器。DameWare Mini Remote Control Server中存在缓冲区溢出漏洞，成功利用这个漏洞的攻击者可以远程执行任意代码。起因是在检查用户名时不安全的调用了lstrcpyA函数。未经认证的远程攻击者可以通过向DameWare Remote Control Server的默认监听端口6129 TCP发送特制报文来利用这个漏洞。	DameWare Mini Remote Control Server中存在缓冲区溢出漏洞，成功利用这个漏洞的攻击者可以远程执行任意代码。起因是在检查用户名时不安全的调用了lstrcpyA函数。未经认证的远程攻击者可以通过向DameWare Remote Control Server的默认监听端口6129 TCP发送特制报文来利用这个漏洞。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.dameware.com
溢出	DATAC_Control_RealWin_SCADA_System_Packet_Handing_Buffer_Overflow	CVE-2008-4322	RealWin是运行在Windows平台上的数据采集与监视控制系统(SCADA)服务器产品。如果远程攻击者向RealWin服务器发送了特制的FC_INFOTAG/SET_CONTROL报文的话，就可以触发栈溢出，导致执行任意代码。RealWin服务器使用专有协议接受来自FlewWin客户端的连接，无需拥有有效凭据便可以利用这个漏洞。	如果远程攻击者向RealWin服务器发送了特制的FC_INFOTAG/SET_CONTROL报文的话，就可以触发栈溢出，导致执行任意代码。RealWin服务器使用专有协议接受来自FlewWin客户端的连接，无需拥有有效凭据便可以利用这个漏洞。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.dataconline.com/software/realwin.php
溢出	DeleGate_POP3_Proxy_Buffer_Overflow	CVE-2002-1781	DeleGate 7.7.0到7.8.1版本存在多个缓冲区溢出漏洞。远程攻击者可以利用该漏洞执行任意代码，正如使用POP代理的超长USER命令。	远程攻击者可以利用该漏洞执行任意代码，正如使用POP代理的超长USER命令。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
DOS	DHCP_Server_Client_ID_DoS	CVE-2010-2156	ISC DHCP是一款动态主机配置协议服务器软件。ISC DHCP存在漏洞，远程攻击者可利用零长度的客户端ID引发拒绝服务(服务器退出)。	ISC DHCP存在漏洞，远程攻击者可利用零长度的客户端ID引发拒绝服务(服务器退出)。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
信息泄露	Dlink_IP_Camera_Luminance_Information_Disclosure	CVE-2013-1601	D-Link是台湾友讯集团所创立的网络公司，致力于局域网、宽带网、无线网、语音网及相关网络设备的研发、生产和行销。多款D-Link产品中存在信息泄露漏洞。攻击者可利用该漏洞获得敏感信息，有助于发起进一步攻击。	攻击者可利用该漏洞获得敏感信息，有助于发起进一步攻击。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.dlink.com/
信息泄露	Dlink_IP_Camera_Video_Stream_Authentication_Bypass	CVE-2013-1600	D-Link是台湾友讯集团所创立的网络公司，致力于局域网、宽带网、无线网、语音网及相关网络设备的研发、生产和行销。多款D-Link产品中存在身份验证绕过漏洞。远程攻击者可利用该漏洞绕过身份验证机制进而获得未授权的访问权限。	远程攻击者可利用该漏洞绕过身份验证机制进而获得未授权的访问权限。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.dlink.com/
其他	DNS_Kaminsky_attack	CVE-2008-1447	DNS协议是TCP/IP协议组的一部分，允许DNS客户端查询DNS数据库将主机名解析为IP地址。出于与处理DNS查询相关的处理时间和带宽考虑，大多数DNS服务器都会本地存储从其他DNS服务器所接收到的响应，存储这些响应的区域被称为缓存。一旦将响应存储到了缓存，DNS服务器就可以在再次查询DNS服务器以刷新本地缓存的响应拷贝之前的一段时间(被称为存活时间)使用本地存储的响应。DNS缓存中毒攻击指的是更改了DNS服务器的DNS缓存中某项，这样缓存中与主机名相关的IP地址就不再指向正确的位置。例如，如果www.example.com映射到IP地址192.168.0.1且DNS服务器的缓存中存在这个映射，则成功向这个服务器的DNS缓存投毒的攻击者就可以将www.example.com映射到10.0.0.1。在这种情况下，试图访问www.example.com的用户就可能与错误的Web服务器联络。DNS协议实现规范中包括一个16位的事件ID字段。如果正确地实现了这个规范且通过强随机数生成器随机的选择事件ID的话，攻击者就需要平均32,768次尝试才能成功的预测到这个ID。但由于协议实现中的弱点，用于验证DNS响应的DNS事件ID和源端口号随机性不够强，可以轻易的预测，这就允许攻击者创建匹配期望值的DSN请求伪造响应，而DNS服务器会认为该响应有效，因此简化了缓存中毒攻击。成功利用这个漏洞可能导致DNS服务器的用户联络错误的网络服务供应商，最终的影响各不相同，从简单的拒绝服务到网络钓鱼和金融诈骗。	成功利用这个漏洞可能导致DNS服务器的用户联络错误的网络服务供应商，最终的影响各不相同，从简单的拒绝服务到网络钓鱼和金融诈骗。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
溢出	Dnsmasq_Long_Filename_Heap_Buffer_Overflow	CVE-2009-2957	Dnsmasq是可方便配置的轻型DNS转发器和DHCP服务器。dnsmasq在启用了TFTP服务(--enable-tftp命令行选项或在/etc/dnsmasq.conf中启用enable-tftp)的时候存在堆溢出漏洞。如果所配置的tftp-root足够长，且远程用户发送的请求中包含有超长的文件名，dnsmasq就可能崩溃或以dnsmasq服务的权限(通常为非特权的nobody用户)执行任意代码。tftp_request对daemon->namebuff调用strncat，其预定义大小为MAXDNAME字节(默认1025)。/-----------else if (filename[0] == &#039;/&#039;)daemon->namebuff[0] = 0;strncat(daemon->namebuff, filename, MAXDNAME);- -----------/由于daemon->namebuff可能已经包含有数据，也就是通过配置文件传送给守护程序的daemon->tftp_prefix，因此这可能触发堆溢出。/-----------if (daemon->tftp_prefix){if (daemon->tftp_prefix[0] == &#039;/&#039;)daemon->namebuff[0] = 0;strncat(daemon->namebuff, daemon->tftp_prefix, MAXDNAME)- -----------/默认的前缀是/var/tftpd，但如果使用了更长的前缀，就可能执行任意代码。	Dnsmasq是可方便配置的轻型DNS转发器和DHCP服务器。dnsmasq在启用了TFTP服务(--enable-tftp命令行选项或在/etc/dnsmasq.conf中启用enable-tftp)的时候存在堆溢出漏洞。如果所配置的tftp-root足够长，且远程用户发送的请求中包含有超长的文件名，dnsmasq就可能崩溃或以dnsmasq服务的权限(通常为非特权的nobody用户)执行任意代码。tftp_request对daemon->namebuff调用strncat，其预定义大小为MAXDNAME字节(默认1025)。/-----------else if (filename[0] == &#039;/&#039;)daemon->namebuff[0] = 0;strncat(daemon->namebuff, filename, MAXDNAME);- -----------/由于daemon->namebuff可能已经包含有数据，也就是通过配置文件传送给守护程序的daemon->tftp_prefix，因此这可能触发堆溢出。/-----------if (daemon->tftp_prefix){if (daemon->tftp_prefix[0] == &#039;/&#039;)daemon->namebuff[0] = 0;strncat(daemon->namebuff, daemon->tftp_prefix, MAXDNAME)- -----------/默认的前缀是/var/tftpd，但如果使用了更长的前缀，就可能执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.thekelleys.org.uk/dnsmasq/doc.html
其他	Dnsmasq_Malicious_BLKSIZE_Option_NULL_Dereference	CVE-2009-2958	Dnsmasq是可方便配置的轻型DNS转发器和DHCP服务器。dnsmasq在启用了TFTP服务的时候存在空指针引用漏洞，恶意的TFTP服务端导致dnsmasq服务崩溃。	dnsmasq在启用了TFTP服务的时候存在空指针引用漏洞，恶意的TFTP服务端导致dnsmasq服务崩溃。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.thekelleys.org.uk/dnsmasq/doc.html
溢出	DoubleTake-HP_Storage_Works_Authentication_Request_Overflow_(4.4.x)	CVE-2008-1661	HP StorageWorks存储镜像软件是一款基于主机的连续存储备份解决方案。HP StorageWorks存储镜像软件默认绑定在TCP 1100、1106和UDP 1105端口上的DoubleTake.exe进程在处理编码的认证请求时将用户提供的登录信息拷贝到了固定大小的栈缓冲区上。如果用户发送了大于256字节的超长认证请求的话，就会在处理循环中触发栈溢出，导致执行任意指令。	如果用户发送了大于256字节的超长认证请求的话，就会在处理循环中触发栈溢出，导致执行任意指令。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://alerts.hp.com/r?2.1.3KT.2ZR.zWmfi.CFU%5fBw..T.E7EI.1SE0.DdFeEZe0
溢出	DoubleTake-HP_Storage_Works_Authentication_Request_Overflow_(4.5.x)	CVE-2008-1661	HP StorageWorks存储镜像软件是一款基于主机的连续存储备份解决方案。HP StorageWorks存储镜像软件默认绑定在TCP 1100、1106和UDP 1105端口上的DoubleTake.exe进程在处理编码的认证请求时将用户提供的登录信息拷贝到了固定大小的栈缓冲区上。如果用户发送了大于256字节的超长认证请求的话，就会在处理循环中触发栈溢出，导致执行任意指令。	如果用户发送了大于256字节的超长认证请求的话，就会在处理循环中触发栈溢出，导致执行任意指令。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://alerts.hp.com/r?2.1.3KT.2ZR.zWmfi.CFU%5fBw..T.E7EI.1SE0.DdFeEZe0
溢出	EasyMail_Object_EMSMTP.DLL_ActiveX_Control_Buffer_Overflow	CVE-2007-4607	Quiksoft EasyMail SMTP Object的emsmtp.dll 6.0.1中的EasyMailSMTPObj ActiveX控件存在缓冲区溢出, 当在Postcast Server Pro 3.0.61中运行时，远程攻击者可以借助一个超长的对SubmitToExpress路径的自变量，执行任意代码。 该漏洞不同于CVE-2007-1029。	远程攻击者可以借助一个超长的对SubmitToExpress路径的自变量，执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
其他	EMc_Captiva_PixTools_Distributed_Imaging_Activex_File_Creation	CVE-2009-3573	EMC Captiva ISIS PixTools是一套软件开发包，包括扫描、查看和图形处理模块。Captiva ISIS PixTools所提供的PDIControl.PDI.1 ActiveX控件(PDIControl.dll)没有正确地验证对SetLogFileName()和WriteToLog()方式所传送的参数。如果用户受骗访问了恶意网页并向上述方式传送了特制参数，就会导致在用户系统上创建或覆盖任意文件。	如果用户受骗访问了恶意网页并向上述方式传送了特制参数，就会导致在用户系统上创建或覆盖任意文件。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.emc.com/products/storage_management/navisphere.jsp
溢出	Facebook_PhotoUploader_4_Buffer_Overflow	CVE-2008-0660	Quiksoft EasyMail SMTP Object的emsmtp.dll 6.0.1中的EasyMailSMTPObj ActiveX控件存在缓冲区溢出, 当在Postcast Server Pro 3.0.61中运行时，远程攻击者可以借助一个超长的对SubmitToExpress路径的自变量，执行任意代码。 该漏洞不同于CVE-2007-1029。	远程攻击者可以借助一个超长的对SubmitToExpress路径的自变量，执行任意代码。 	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
溢出	Firefox_Array.reduceRight_Integer_Overflow	CVE-2011-2371	Firefox是一款非常流行的开源WEB浏览器。Thunderbird是一个邮件客户端，支持IMAP、POP邮件协议以及HTML邮件格式。SeaMonkey是开源的Web浏览器、邮件和新闻组客户端、IRC会话客户端和HTML编辑器。Mozilla Firefox，Thunderbird和SeaMonkey的&ldquo;Array.reduceRight()&rdquo;函数中存在整数溢出漏洞。远程攻击者可借助超长JavaScript数组对象在易受攻击的应用程序上下文中执行任意代码，导致受影响的应用程序崩溃，并获取潜在敏感信息。	Mozilla Firefox，Thunderbird和SeaMonkey的&ldquo;Array.reduceRight()&rdquo;函数中存在整数溢出漏洞。远程攻击者可借助超长JavaScript数组对象在易受攻击的应用程序上下文中执行任意代码，导致受影响的应用程序崩溃，并获取潜在敏感信息。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.mozilla.org/security/announce/2011/mfsa2011-22.html
溢出	Firefox_Asynchronous_Event_Memory_Corruption	CVE-2006-4253	Mozilla Firefox是一款开放源码的WEB浏览器。Firefox的JavaScript解析引擎处理恶意文档时存在漏洞，远程攻击者可能利用此漏洞在用户机器上执行任意指令。在解析显示深层嵌套的XML文档时Firefox会由JavaScript处理器解释。如果随后将浏览器从脚本重新定向到了新的位置，就会中断没有完成的解析进程，并释放所有的结构。在这个过程中可能会出现竞争条件，导致双重释放等内存破坏问题，浏览器也会崩溃。	Firefox的JavaScript解析引擎处理恶意文档时存在漏洞，远程攻击者可能利用此漏洞在用户机器上执行任意指令。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.mozilla.com/thunderbird/all.htmlhttp://www.mozilla.com/firefox/all.htmlhttp://releases.mozilla.org/pub/mozilla.org/seamonkey/releases/1.0.5/seamonkey-1.0.5.source.tar.bz2http://lwn.net/Alerts/199693/?format=printablehttp://lwn.net/Alerts/199692
DSO	Firefox_LookupGetterOrSetter_Dangling_Pointer	CVE-2010-3183	Firefox是一款流行的开源WEB浏览器。Thunderbird是Mozilla所发布的WEB浏览器和邮件/新闻组客户端。SeaMonkey是Mozilla所发布的WEB浏览器和邮件/新闻组客户端。Mozilla Firefox 3.5.14之前的版本和3.6.11之前的3.6.x版本，Thunderbird 3.0.9之前的版本和3.1.5之前的3.1.x版本，以及SeaMonkey 2.0.9之前版本的js3250.dll中的LookupGetterOrSetter函数不能正确支持缺少参数的window.__lookupGetter__ function调用。远程攻击者可借助与&ldquo;悬挂指针"和JS_ValueToId函数有关的向量执行任意代码或导致拒绝服务（错误指针解引用和应用程序崩溃）。	Mozilla Firefox 3.5.14之前的版本和3.6.11之前的3.6.x版本，Thunderbird 3.0.9之前的版本和3.1.5之前的3.1.x版本，以及SeaMonkey 2.0.9之前版本的js3250.dll中的LookupGetterOrSetter函数不能正确支持缺少参数的window.__lookupGetter__ function调用。远程攻击者可借助与&ldquo;悬挂指针"和JS_ValueToId函数有关的向量执行任意代码或导致拒绝服务（错误指针解引用和应用程序崩溃）。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.mozilla.org/
命令执行	Firefox_nsTreeContentView_Use_After_Free	CVE-2010-0176	Firefox是一款流行的开源WEB浏览器。Mozilla Firefox/Thunderbird/SeaMonkey 存在代码执行漏洞。Mozilla Firefox/Thunderbird/SeaMonkey没有正确管理XUL树optgroup中选项元素的参考计数，远程攻击者可以通过未明向量执行任意代码，该未明向量可以触发对已删除的元素的访问。	Mozilla Firefox/Thunderbird/SeaMonkey 存在代码执行漏洞。Mozilla Firefox/Thunderbird/SeaMonkey没有正确管理XUL树optgroup中选项元素的参考计数，远程攻击者可以通过未明向量执行任意代码，该未明向量可以触发对已删除的元素的访问。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.mozilla.com/firefox/http://www.mozilla.com/thunderbird/http://www.mozilla.com/seamonkey/
信息泄露	Firefox_resource://Local_File_Read_Variant_1	CVE-2007-3073	Mac OS X和Unix上的Mozilla Firefox 2.0.0.4及之前版本中存在目录遍历漏洞。远程攻击者可以借助资源:// URI中的..%2F序列，读取任意文件。	远程攻击者可以借助资源:// URI中的..%2F序列，读取任意文件。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.mozilla.org/
其他	Firefox_URL_Spooling	CVE-2010-1206	Mozilla Firefox是一款非常流行的开放源码WEB浏览器。Mozilla Firefox 3.6.6之前版本的browser/base/content/browser.js脚本的startDocumentLoad函数在某种与空白文档和正在被加载的文件相关的环境中运行时，没有正确执行同源策略。远程web服务器可借助与204状态代码有关的向量执行欺骗攻击；远程攻击者可借助与windows.stop调用有关的向量执行欺骗攻击。	远程web服务器可借助与204状态代码有关的向量执行欺骗攻击；远程攻击者可借助与windows.stop调用有关的向量执行欺骗攻击。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://hg.mozilla.org/mozilla-central/rev/cadddabb1178
溢出	Flexera_Install_Shield_Buffer_Overflow	CVE-2011-3174	Novell ZENworks Configuration Management是ZENworks系统网关工具中的配置管理解决方案。Novell ZENworks Configuration Management (ZCM) 10.2, 10.3,11 SP1版本中的AdminStudio中的InstallShield/ISGrid2.dll内的ISGrid.Grid2.1 ActiveX控件中的DoFindReplace函数中存在缓冲区溢出漏洞。远程攻击者可利用该漏洞通过长的bstrReplaceText参数执行任意代码。	Novell ZENworks Configuration Management (ZCM) 10.2, 10.3,11 SP1版本中的AdminStudio中的InstallShield/ISGrid2.dll内的ISGrid.Grid2.1 ActiveX控件中的DoFindReplace函数中存在缓冲区溢出漏洞。远程攻击者可利用该漏洞通过长的bstrReplaceText参数执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.novell.com/support/kb/doc.php?id=7009570
溢出	Free_Download_Manager_torrent_File_String_Buffer_Overflow	CVE-2009-0184	Free Download Manager是一种强大易用而且免费的网络下载管理及加速软件。Free Download Manager的实现上存在多个远程安全漏洞，远程攻击者可能利用此漏洞控制运行了FDM的用户系统。Free Download Manager处理torrent文件中的文件名、注释、URL等字串时存在堆或栈缓冲区溢出，攻击者可能通过诱使用户处理恶意的torrent文件触发漏洞控制用户系统。	Free Download Manager的实现上存在多个远程安全漏洞，远程攻击者可能利用此漏洞控制运行了FDM的用户系统。Free Download Manager处理torrent文件中的文件名、注释、URL等字串时存在堆或栈缓冲区溢出，攻击者可能通过诱使用户处理恶意的torrent文件触发漏洞控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.freedownloadmanager.org/
信息泄露	GE_Proficy_Directory_Traversal	CVE-2012-0232	Proficy Real-Time Information Portal是一个基于Web的解决方案，将基于在线和过程的系统与厂级连接性、分析和人机界面器件集成起来。GE Proficy Real-Time Information Portal中存在目录遍历漏洞，该漏洞源于对用户提供的输入数据未经充分过滤。攻击者可利用该漏洞在受影响系统中重写任意文件，这可能导致进一步的攻击。GE Proficy Real-Time Information Portal 3.0版本和2.6版本中存在该漏洞。	E Proficy Real-Time Information Portal中存在目录遍历漏洞，该漏洞源于对用户提供的输入数据未经充分过滤。攻击者可利用该漏洞在受影响系统中重写任意文件，这可能导致进一步的攻击。GE Proficy Real-Time Information Portal 3.0版本和2.6版本中存在该漏洞。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.ge-ip.com/products/2420
溢出	Gimp_XWD_File_Stack_Buffer_Overflow	CVE-2013-1978	GIMP（GNU Image Manipulation Program，GNU图像处理程序）是GIMP团队开发的一套跨平台的开源图像处理软件。该软件能够实现多种图像处理，包括照片润饰、图像合成和图像创建等。GIMP 2.6.9及之前的版本中的X Window Dump (XWD)插件中的file-xwd.c文件中的&lsquo;read_xwd_cols&rsquo;函数中存在基于堆的缓冲区溢出漏洞。远程攻击者可借助特制的X Window System (XWD)图像文件，利用该漏洞造成拒绝服务（崩溃），也可能执行任意代码。	远程攻击者可借助特制的X Window System (XWD)图像文件，利用该漏洞造成拒绝服务（崩溃），也可能执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://rhn.redhat.com/errata/RHSA-2013-1778.html
溢出	Google_Chrome_and_Apple_Safari_Webkit_Object_Outline_Memory_Corruption	CVE-2010-1813	WebKit是开源的web浏览器引擎，目前被Safari、Chrome等浏览器使用。基于iPhone和iPod touch平台的Apple iOS 4.1之前版本中的WebKit中存在缓冲区溢出漏洞。远程攻击者可以借助涉及HTML对象概要的向量执行任意代码或导致拒绝服务(内存破坏和应用程序崩溃)。	基于iPhone和iPod touch平台的Apple iOS 4.1之前版本中的WebKit中存在缓冲区溢出漏洞。远程攻击者可以借助涉及HTML对象概要的向量执行任意代码或导致拒绝服务(内存破坏和应用程序崩溃)。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://lists.apple.com/archives/security-announce/2010//Sep/msg00002.html
其他	Google_Chrome_Google_URL_Cross_Origin_Bypass	CVE-2010-1663	Google Chrome是Google发布的开源WEB浏览器。Google Chrome的Google URL 解析库 (即google-url或GURL)存在漏洞，远程攻击者利用攻击向量可以绕过同源策略。	Google Chrome的Google URL 解析库 (即google-url或GURL)存在漏洞，远程攻击者利用攻击向量可以绕过同源策略。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.google.com/chrome
其他	Google_Chrome_Webkit_Stale_Pointer_in_Float	CVE-2011-1804	Google Chrome 是Google发布的开源WEB浏览器。Google Chrome中存在内存破坏漏洞。该漏洞是由于在渲染浮点型数据时产生的空指针解引用错误导致的，攻击者可以通过引诱可信用户查看恶意网页，在浏览器上下文中执行任意代码。	Google Chrome中存在内存破坏漏洞。该漏洞是由于在渲染浮点型数据时产生的空指针解引用错误导致的，攻击者可以通过引诱可信用户查看恶意网页，在浏览器上下文中执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://googlechromereleases.blogspot.com/2011/05/stable-channel-update_24.html
其他	Grandstream_GXV-3000_SIP_Phone_Remote_Eavesdropping	CVE-2007-4498	"GXV-3000是潮流科技(Grandstream)基于SIP和H.264标准的下一代高级IP视频电话。GXV-3000在处理特定的消息序列时存在漏洞，远程攻击者可能利用此漏洞导致设备不可用。如果向GXV-3000电话发送了以下两个消息序列的话，就会导致设备拒绝服务：X  ----------------------- INVITE -------------------> GXV-3000X <------------------ 100 Trying  -----------------   GXV-3000X <--------------- 180 Ringing ------------------- GXV-3000X ------------- 183 Session Progress ------->  GXV-3000X <-----------RTP - FLOW ------------------------  GXV-3000"	"GXV-3000是潮流科技(Grandstream)基于SIP和H.264标准的下一代高级IP视频电话。GXV-3000在处理特定的消息序列时存在漏洞，远程攻击者可能利用此漏洞导致设备不可用。如果向GXV-3000电话发送了以下两个消息序列的话，就会导致设备拒绝服务：X  ----------------------- INVITE -------------------> GXV-3000X <------------------ 100 Trying  -----------------   GXV-3000X <--------------- 180 Ringing ------------------- GXV-3000X ------------- 183 Session Progress ------->  GXV-3000X <-----------RTP - FLOW ------------------------  GXV-3000"	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.grandstream.com
溢出	HP_Intelligent_Management_Center_dbman_Buffer_Overflow	CVE-2011-1850	H3C智能管理中心(H3C Intelligent Management Center，以下简称H3C iMC)是一款惠普公司发行的下一代业务智能管理平台。HP 3COM/H3C Intelligent Management Center中存在基于栈的缓冲区溢出漏洞。此漏洞位于UDP端口2810上默认监听的dbman.exe组件。在执行日志记录操作时，该组件通过dbman_debug.log文件，调用sprintf函数创建日志消息，而程序没有正确验证栈缓冲区是否有足够空间处理新建的字符串。远程攻击者可以利用该漏洞在SYSTEM用户级别下执行任意代码。	HP 3COM/H3C Intelligent Management Center中存在基于栈的缓冲区溢出漏洞。此漏洞位于TCP端口8800上默认监听的img.exe组件，在处理报文时，进程使用报文长度字段进行计算，并将用户提供的数据复制到栈上固定长度的缓冲区中。远程攻击者可以利用该漏洞在SYSTEM用户级别下执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
其他	HP_Intelligent_Management_Center_imcsyslogdm.exe_Use_After_Free	CVE-2011-1854	H3C智能管理中心(H3C Intelligent Management Center，以下简称H3C iMC)是一款惠普公司发行的下一代业务智能管理平台。HP 3COM/H3C IMC中存在释放后使用漏洞。此漏洞位于UDP端口514上默认监听的imcsyslogdm.exe组件，在处理大于2048字节的系统记录报文时，进程试图退出，调用了意外处理程序，造成调用使用已释放的位置。成功利用此漏洞的攻击者可以系统级别的权限执行任意代码。	HP 3COM/H3C Intelligent Management Center中存在基于栈的缓冲区溢出漏洞。此漏洞位于TCP端口8800上默认监听的img.exe组件，在处理报文时，进程使用报文长度字段进行计算，并将用户提供的数据复制到栈上固定长度的缓冲区中。远程攻击者可以利用该漏洞在SYSTEM用户级别下执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
溢出	HP_Intelligent_Management_Center_img_Buffer_Overflow	CVE-2011-1848	H3C智能管理中心(H3C Intelligent Management Center，以下简称H3C iMC)是一款惠普公司发行的下一代业务智能管理平台。HP 3COM/H3C Intelligent Management Center中存在基于栈的缓冲区溢出漏洞。此漏洞位于TCP端口8800上默认监听的img.exe组件，在处理报文时，进程使用报文长度字段进行计算，并将用户提供的数据复制到栈上固定长度的缓冲区中。远程攻击者可以利用该漏洞在SYSTEM用户级别下执行任意代码。	HP 3COM/H3C Intelligent Management Center中存在基于栈的缓冲区溢出漏洞。此漏洞位于TCP端口8800上默认监听的img.exe组件，在处理报文时，进程使用报文长度字段进行计算，并将用户提供的数据复制到栈上固定长度的缓冲区中。远程攻击者可以利用该漏洞在SYSTEM用户级别下执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
溢出	HP_Intelligent_Management_Center_TFTP_Server_DATA_Buffer_Overflow	CVE-2011-1852	H3C智能管理中心(H3C Intelligent Management Center，以下简称H3C iMC)是一款惠普公司发行的下一代业务智能管理平台。HP 3COM/H3C Intelligent Management Center中存在基于栈的缓冲区溢出漏洞。此漏洞位于UDP端口69上默认监听的tftpserver组件。在处理TFTP报文类型0x03或0x05时，程序盲目地复制用户提供的数据到栈上的固定大小的缓冲区中。远程攻击者可以借助包含特制的（1）DATA或者（2）ERROR操作码的数据包执行任意代码。	HP 3COM/H3C Intelligent Management Center中存在基于栈的缓冲区溢出漏洞。此漏洞位于TCP端口8800上默认监听的img.exe组件，在处理报文时，进程使用报文长度字段进行计算，并将用户提供的数据复制到栈上固定长度的缓冲区中。远程攻击者可以利用该漏洞在SYSTEM用户级别下执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
溢出	HP_Intelligent_Management_Center_TFTP_Server_ERROR_Buffer_Overflow	CVE-2011-1852	H3C智能管理中心(H3C Intelligent Management Center，以下简称H3C iMC)是一款惠普公司发行的下一代业务智能管理平台。HP 3COM/H3C Intelligent Management Center中存在基于栈的缓冲区溢出漏洞。此漏洞位于UDP端口69上默认监听的tftpserver组件。在处理TFTP报文类型0x03或0x05时，程序盲目地复制用户提供的数据到栈上的固定大小的缓冲区中。远程攻击者可以借助包含特制的（1）DATA或者（2）ERROR操作码的数据包执行任意代码。	HP 3COM/H3C Intelligent Management Center中存在基于栈的缓冲区溢出漏洞。此漏洞位于TCP端口8800上默认监听的img.exe组件，在处理报文时，进程使用报文长度字段进行计算，并将用户提供的数据复制到栈上固定长度的缓冲区中。远程攻击者可以利用该漏洞在SYSTEM用户级别下执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
